employee_id,full_name,gender,birth_date,hire_date,department,position,salary,bonus,experience_years,projects_completed,city,email,phone,performance_score,last_promotion_date,vacation_days_used,education_level,certifications,team_size
EMP06660,Vasiliev Pavel,Male,1980-03-02,2018-10-29 14:02:20.047254,Продажи,Manager,425000.0,35732.07,7.6,41.0,Екатеринбург,pvasiliev@yandex.ru,8 (920) 490-32-93,4.1,2021-10-28 14:02:20.047254,2.0,MBA,2.0,50.0
EMP08918,Kuznetsova Irina,Female,1981-10-01,2015-01-21 14:02:20.261831,Юридический,Manager,308000.0,34693.23,11.4,42.0,Новосибирск,kuznetsova165@yandex.ru,+7 (991) 433-40-96,4.0,2018-01-20 14:02:20.261831,5.0,Магистр,5.0,15.0
EMP08300,Zakharova Polina,Female,2003-07-26,2024-10-20 14:02:20.226656,IT,Junior,36000.0,1700.5,1.7,11.0,Иркутск,polina327@yandex.ru,89182143482,2.8,,22.0,Бакалавр,,0.0
EMP09537,Makarova Natalya,Female,2005-05-21,2025-12-04 14:02:20.296916,Продажи,Junior,31000.0,697.96,0.6,,Екатеринбург,makarovan@yandex.ru,89266167787,2.5,,12.0,Бакалавр,0.0,
EMP02164,Volkov Konstantin,Male,1974-12-18,2023-03-24 14:02:18.997862,IT,Senior,252000.0,15888.55,3.2,23.0,Москва,konstantin.volkov@yandex.ru,89267615925,3.2,,23.0,MBA,5.0,0.0
EMP00675,Smirnov Mikhail,Male,1986-12-15,2017-07-12 14:02:18.460774,Продажи,Manager,529000.0,64992.5,9.0,36.0,Москва,mikhail446@yandex.ru,+7 (949) 226-80-40,4.4,2018-07-12 14:02:18.460774,29.0,MBA,,14.0
EMP01670,Popova Maria,Female,1982-03-06,2015-08-27 14:02:18.754816,Продажи,Manager,406000.0,37279.09,10.8,39.0,Санкт-Петербург,popovam@yandex.ru,+79694080253,4.1,2017-08-26 14:02:18.754816,16.0,,1.0,
EMP06027,Alekseeva Viktoriya,Female,1966-11-23,2020-11-15 14:02:19.958294,Юридический,Lead,218000.0,13553.32,5.7,17.0,Воронеж,alekseeva_viktoriya@yandex.ru,89103443540,3.4,,12.0,,2.0,20.0
EMP02005,Kuznetsova Olga,Female,1996-04-03,2022-06-27 14:02:18.924594,Юридический,Senior,133000.0,11017.02,4.0,15.0,Екатеринбург,kuznetsovao@yandex.ru,+7 (904) 943-17-54,3.4,,19.0,Магистр,1.0,0.0
EMP06808,Nikitina Kseniya,Female,1981-02-18,2017-08-16 14:02:20.061616,Маркетинг,Lead,265000.0,33152.73,8.9,21.0,Москва,nikitina774@yandex.ru,,4.5,2025-08-16 14:02:20.061616,22.0,Бакалавр,2.0,41.0
EMP09873,Lebedev Grigoriy,Male,1973-12-15,2021-11-22 14:02:20.315913,Продажи,Lead,213000.0,16247.14,4.6,22.0,Казань,,89101126997,,,22.0,Магистр,,47.0
EMP02428,Sidorov Petr,Male,1979-03-10,2012-08-20 14:02:19.085460,Продажи,Director,437000.0,68764.65,13.8,33.0,Челябинск,petr_sidorov@yandex.ru,некорректный номер,4.8,,12.0,Кандидат наук,4.0,
EMP09097,Petrova Anastasiya,Female,1988-05-16,2022-06-05 14:02:20.271678,Производство,Lead,180000.0,17379.49,4.0,8.0,Санкт-Петербург,,+79473188152,3.8,2023-06-05 14:02:20.271678,15.0,Бакалавр,4.0,
EMP00668,Taraseva Maria,Female,1994-10-15,2021-12-08 14:02:18.457349,R&D,Lead,188000.0,16108.74,4.5,24.0,Уфа,maria_taraseva@yandex.ru,,3.5,,3.0,Бакалавр,1.0,24.0
EMP01387,Novikov Evgeniy,Male,1966-03-06,2016-01-14 14:02:18.626654,Производство,Manager,,32240.12,10.4,34.0,Волгоград,,8 (965) 653-52-28,3.9,,17.0,MBA,3.0,17.0
EMP00994,Sidorova Aleksandra,Female,1977-01-02,2013-06-18 14:02:18.558750,IT,Manager,601000.0,76621.38,13.1,57.0,Москва,sidorovaa@yandex.ru,+7 (917) 814-59-74,4.4,,19.0,Магистр,4.0,
EMP05595,Belyaeva Anastasiya,Female,1969-07-27,2011-07-14 14:02:19.913714,Продажи,Manager,321000.0,36203.78,14.9,58.0,Нижний Новгород,anastasiya.belyaeva@yandex.ru,+79611176139,4.4,2013-07-13 14:02:19.913714,0.0,MBA,2.0,
EMP08059,Sidorov Grigoriy,Male,1982-11-17,2018-02-15 14:02:20.202105,Производство,,312000.0,41878.6,8.4,17.0,Иркутск,gsidorov@yandex.ru,89356503642,,2023-02-15 14:02:20.202105,25.0,MBA,1.0,3.0
EMP04841,Nikolaev Petr,Male,2002-11-28,2024-06-28 14:02:19.771292,HR,,45000.0,1948.39,2.0,12.0,Ростов-на-Дону,nikolaev_petr@yandex.ru,+79217115037,2.9,,,Среднее,0.0,0.0
EMP05960,Nikolaev Ilya,Male,1993-11-09,2012-02-17 14:02:19.952067,Маркетинг,Manager,307000.0,45039.15,14.4,53.0,Нижний Новгород,inikolaev@yandex.ru,89948544406,4.6,,24.0,MBA,2.0,
EMP09337,Orlova Aleksandra,Female,2000-04-14,2024-11-05 14:02:20.285444,Юридический,Junior,43000.0,3770.33,1.7,2.0,Москва,aleksandra_orlova@yandex.ru,,,,24.0,Бакалавр,1.0,
EMP05117,Volkova Lyudmila,Female,1983-07-10,2024-04-26 14:02:19.828185,Финансы,Middle,99000.0,8834.29,2.1,11.0,Санкт-Петербург,volkoval@yandex.ru,,3.5,2025-04-26 14:02:19.828185,5.0,Магистр,,0.0
EMP07071,Sorokina Svetlana,Female,1994-05-24,2021-09-17 14:02:20.087007,Продажи,Senior,139000.0,11890.43,4.8,11.0,,sorokinas@yandex.ru,8 (945) 885-21-25,3.7,,19.0,Магистр,,0.0
EMP04312,Mikhailov Grigoriy,Male,1974-04-24,2016-03-27 14:02:19.719612,Финансы,Manager,381000.0,46972.98,10.3,40.0,Краснодар,grigoriy.mikhailov@yandex.ru,8 (992) 909-63-84,,2026-03-27 14:02:19.719612,9.0,Кандидат наук,1.0,
EMP00634,Sokolov Ilya,Male,1971-01-18,2022-10-14 14:02:18.448708,IT,Senior,174000.0,11998.63,3.7,15.0,Москва,sokolov_ilya@yandex.ru,,3.3,,1.0,Бакалавр,2.0,0.0
EMP05724,Smirnov Yuriy,Male,2002-07-06,2020-11-30 14:02:19.930004,Производство,Senior,170000.0,18610.27,5.6,14.0,Москва,smirnov442@yandex.ru,+79247311008,3.9,,0.0,,2.0,0.0
EMP01728,Sokolov Vladimir,Male,1975-04-04,2011-11-16 14:02:18.775209,Продажи,Manager,290000.0,48883.65,14.6,48.0,Иркутск,sokolov.vladimir@yandex.ru,+79826027545,4.9,2016-11-15 14:02:18.775209,14.0,Кандидат наук,1.0,24.0
EMP04242,Belyaev Maxim,Male,1979-09-28,2018-11-01 14:02:19.712763,Продажи,Lead,227000.0,19373.26,7.7,,Тюмень,,,,,8.0,Бакалавр,4.0,3.0
EMP06272,Nikitin Nikolay,Male,2004-06-06,2025-05-15 14:02:19.988678,Производство,Middle,57000.0,3085.66,1.2,1.0,Омск,,,3.2,,,,0.0,0.0
EMP06848,Volkova Nadezhda,Female,1988-05-28,2023-12-14 14:02:20.065640,IT,Senior,236000.0,23396.52,2.5,10.0,Москва,volkova.nadezhda@yandex.ru,+7 (972) 358-97-60,3.7,2024-12-13 14:02:20.065640,7.0,MBA,3.0,0.0
EMP09572,Belyaev Artem,Male,1970-03-28,2025-11-05 14:02:20.298891,Продажи,Junior,55000.0,2800.11,0.7,11.0,Тюмень,belyaev_artem@yandex.ru,+79989857776,,,6.0,MBA,1.0,0.0
EMP06226,Taraseva Evgeniya,Female,1979-03-10,2011-09-23 14:02:19.983824,Логистика,Manager,311000.0,28583.37,14.7,56.0,Казань,taraseva_evgeniya@yandex.ru,,4.2,2019-09-23 14:02:19.983824,4.0,MBA,1.0,22.0
EMP05786,Makarov Sergey,Male,1975-06-09,2021-04-13 14:02:19.935875,Юридический,Senior,174000.0,12988.03,5.3,19.0,Москва,makarov.sergey@yandex.ru,+79209083581,3.6,,6.0,Магистр,3.0,
EMP01440,Novikova Elena,Female,1978-05-22,2014-01-03 14:02:18.651833,Производство,Director,397000.0,65644.3,12.5,26.0,Хабаровск,novikovae@yandex.ru,89407320706,4.9,2019-01-03 14:02:18.651833,21.0,Магистр,1.0,39.0
EMP00977,Fedorova Maria,Female,1988-06-11,2017-11-05 14:02:18.552343,IT,Manager,318000.0,27674.11,8.6,18.0,Волгоград,fedorova_maria@yandex.ru,+79849114373,3.8,,12.0,Магистр,1.0,
EMP01182,Sidorov Petr,Male,1986-08-28,2017-01-30 14:02:18.580006,Маркетинг,Lead,234000.0,16245.93,9.4,41.0,Самара,petr_sidorov@yandex.ru,89508019577,3.7,,,Магистр,1.0,
EMP04305,Stepanova Nadezhda,Female,1982-04-03,2021-01-27 14:02:19.718998,IT,Senior,155000.0,13333.34,5.5,17.0,Челябинск,stepanovan@yandex.ru,,3.5,2026-01-27 14:02:19.718998,16.0,Магистр,4.0,0.0
EMP02763,Sokolova Vera,Female,1973-04-16,2016-05-01 14:02:19.185309,Продажи,Director,715000.0,113301.76,10.1,26.0,Москва,vsokolova@yandex.ru,+7 (952) 701-98-25,4.8,,,,,19.0
EMP01180,Fedorova Vera,Female,2000-09-01,2025-03-20 14:02:18.579827,HR,Junior,29000.0,1303.43,1.3,6.0,Новосибирск,fedorova542@yandex.ru,8 (961) 657-22-56,2.8,,18.0,Бакалавр,0.0,0.0
EMP03119,Morozova Tatyana,Female,1988-03-02,2025-10-08 14:02:19.353896,Производство,Middle,1000.0,5375.71,0.8,5.0,Москва,morozova.tatyana@yandex.ru,8 (915) 996-46-26,3.2,,16.0,Магистр,1.0,0.0
EMP06580,Volkov Alexey,Male,1967-10-18,2017-08-15 14:02:20.037019,HR,Lead,214000.0,20925.15,8.9,13.0,Новосибирск,volkov_alexey@yandex.ru,+7 (988) 143-66-84,3.9,2018-08-15 14:02:20.037019,28.0,Магистр,5.0,26.0
EMP06183,Popov Anatoliy,Male,1967-08-18,2015-08-04 14:02:19.979617,HR,Manager,313000.0,34428.92,10.9,,Новосибирск,apopov@yandex.ru,+79381555090,4.0,2019-08-04 14:02:19.979617,22.0,Кандидат наук,3.0,25.0
EMP09115,Vasiliev Grigoriy,Male,1988-12-19,2014-10-07 14:02:20.272681,Продажи,Manager,325000.0,,11.8,31.0,Воронеж,gvasiliev@yandex.ru,89532203152,3.9,2020-10-06 14:02:20.272681,22.0,Магистр,5.0,38.0
EMP07139,Vasilieva Anastasiya,Female,1981-08-28,2018-11-01 14:02:20.100667,IT,Lead,278000.0,31174.73,7.6,27.0,Санкт-Петербург,anastasiya_vasilieva@yandex.ru,89499834031,3.9,,20.0,Магистр,4.0,
EMP07840,Kuznetsov Artem,Male,1988-07-27,2024-02-15 14:02:20.181155,Маркетинг,Middle,90000.0,8532.77,2.4,15.0,Екатеринбург,artem902@yandex.ru,+7 (908) 382-84-99,,2026-02-14 14:02:20.181155,9.0,Магистр,1.0,0.0
EMP07995,Andreev Sergey,Male,1978-08-04,2012-11-25 14:02:20.195449,Продажи,Director,452000.0,61736.5,13.6,40.0,Уфа,andreevs@yandex.ru,+7 (949) 624-42-61,5.0,,10.0,MBA,3.0,3.0
EMP04146,Mikhailova Elena,Female,1974-08-05,2011-09-27 14:02:19.697015,IT,Director,641000.0,72107.73,14.8,29.0,Санкт-Петербург,mikhailova.elena@yandex.ru,+7 (931) 346-28-57,4.6,,26.0,Магистр,4.0,4.0
EMP01858,Andreev Yuriy,Male,1979-01-03,2015-04-06 14:02:18.840183,Производство,Junior,42000.0,3320.13,11.2,22.0,Санкт-Петербург,andreev399@yandex.ru,+79633827445,3.6,,30.0,Бакалавр,0.0,0.0
EMP06386,Pavlov Maxim,Male,2002-10-27,2022-11-19 14:02:20.015445,Логистика,Middle,85000.0,3808.23,3.7,14.0,Москва,pavlov_maxim@yandex.ru,+7 (917) 179-69-75,2.9,2023-11-19 14:02:20.015445,,Бакалавр,,0.0
EMP04692,Morozova Valentina,Female,1971-08-16,2022-09-24 14:02:19.756282,Продажи,Middle,92000.0,4242.54,3.8,3.0,Санкт-Петербург,valentina847@yandex.ru,89752224990,,,15.0,Бакалавр,,0.0
EMP01863,Morozov Artem,Male,,2017-06-06 14:02:18.849005,Логистика,Lead,149000.0,11574.63,9.1,21.0,Красноярск,morozov_artem@yandex.ru,89186890847,,,6.0,Бакалавр,1.0,10.0
EMP09615,Egorova Viktoriya,Female,1993-09-18,2015-10-05 14:02:20.301335,IT,Manager,400000.0,47839.68,10.7,43.0,Нижний Новгород,vegorova@yandex.ru,+79998599208,,,11.0,Магистр,2.0,13.0
EMP08496,Sidorov Grigoriy,Male,1992-10-11,2013-03-14 14:02:20.238225,Продажи,Manager,474000.0,77560.49,13.3,63.0,Москва,sidorovg@yandex.ru,,4.9,,15.0,Магистр,3.0,33.0
EMP09339,Petrov Ilya,Male,1977-12-18,2015-01-15 14:02:20.285549,Производство,Manager,271000.0,30320.4,11.4,34.0,Красноярск,petrov_ilya@yandex.ru,8 (961) 472-34-43,4.1,,14.0,Магистр,3.0,11.0
EMP06316,Sokolov Sergey,Male,1999-02-20,2025-11-16 14:02:19.993066,Логистика,Junior,37000.0,939.0,0.7,4.0,Москва,sokolovs@yandex.ru,+7 (941) 202-54-24,2.6,,16.0,Бакалавр,0.0,0.0
EMP05536,Golubev Sergey,Male,2006-01-22,2024-10-27 14:02:19.908154,IT,Junior,32000.0,1582.34,1.7,6.0,Омск,golubev_sergey@yandex.ru,8 (973) 636-23-78,3.1,,6.0,Бакалавр,1.0,0.0
EMP02274,Sorokina Kseniya,Female,1985-07-16,2014-12-16 14:02:19.035867,Юридический,Director,704000.0,98522.18,11.6,41.0,Москва,sorokinak@yandex.ru,+7 (943) 509-49-81,4.9,,24.0,Магистр,1.0,32.0
EMP03239,Novikov Vladimir,,1987-02-15,2011-11-22 14:02:19.433864,Логистика,Manager,236000.0,,14.6,54.0,Пермь,novikovv@yandex.ru,+79792279502,4.9,2012-11-21 14:02:19.433864,20.0,Магистр,3.0,34.0
EMP08120,Kuznetsov Stanislav,Male,1982-05-07,2013-10-29 14:02:20.208594,Производство,Manager,300000.0,37751.06,12.7,27.0,Санкт-Петербург,kuznetsovs@yandex.ru,8 (901) 408-65-77,4.7,2014-10-29 14:02:20.208594,13.0,Магистр,2.0,14.0
EMP04289,Sokolova Nadezhda,Female,1976-05-21,2017-09-19 14:02:19.717415,Производство,Manager,358000.0,32647.31,8.8,14.0,Москва,sokolova_nadezhda@yandex.ru,,3.9,,13.0,Магистр,5.0,47.0
EMP07859,Fedorova Alina,Female,1983-05-04,2020-07-25 14:02:20.182910,Маркетинг,Senior,159000.0,15166.95,5.9,11.0,Тюмень,afedorova@yandex.ru,,3.7,2025-07-25 14:02:20.182910,23.0,MBA,5.0,0.0
EMP00243,Taraseva Yuliya,Female,1975-07-25,2018-01-08 14:02:18.315294,Продажи,Lead,222000.0,23187.83,8.5,18.0,Санкт-Петербург,taraseva.yuliya@yandex.ru,89486765619,3.9,,,Бакалавр,2.0,48.0
EMP09239,Nikolaeva Darya,Female,1986-10-09,2020-10-23 14:02:20.279640,Производство,Senior,156000.0,11232.16,5.7,19.0,Новосибирск,nikolaevad@yandex.ru,+7 (985) 802-13-74,3.3,2025-10-23 14:02:20.279640,7.0,Магистр,1.0,
EMP07044,Nikitin Grigoriy,Male,1975-10-26,2014-10-14 14:02:20.084548,Продажи,Manager,283000.0,38102.43,11.8,52.0,Иркутск,nikitin_grigoriy@yandex.ru,+7 (930) 480-96-59,4.5,2015-10-14 14:02:20.084548,7.0,Магистр,2.0,
EMP08750,Sokolov Yuriy,,1982-03-20,2016-03-20 14:02:20.252491,IT,Junior,,4939.87,10.3,,Красноярск,yuriy_sokolov@yandex.ru,,3.7,,7.0,Бакалавр,1.0,0.0
EMP03436,Nikitin Alexey,Male,1973-07-22,2021-06-16 14:02:19.566713,Маркетинг,Senior,120000.0,11755.25,5.1,19.0,Ростов-на-Дону,alexey.nikitin@yandex.ru,+7 (948) 123-60-76,3.8,,6.0,,3.0,
EMP08581,Sokolova Kseniya,Female,1968-12-15,2019-02-17 14:02:20.242999,Продажи,Manager,526000.0,56953.8,7.3,20.0,Москва,ksokolova@yandex.ru,8 (916) 611-23-81,4.3,2025-02-16 14:02:20.242999,28.0,Кандидат наук,1.0,
EMP09402,Petrov Vasiliy,Male,1969-01-15,2012-03-10 14:02:20.289030,Продажи,Executive,763000.0,101795.49,14.3,52.0,Екатеринбург,vasiliy850@yandex.ru,8 (913) 687-15-89,4.8,2023-03-10 14:02:20.289030,24.0,Кандидат наук,2.0,22.0
EMP07876,Popova Polina,Female,1967-10-09,2025-12-03 14:02:20.184224,,Junior,49000.0,3819.69,0.5,9.0,Новосибирск,popovap@yandex.ru,+79503819061,3.5,,15.0,MBA,0.0,
EMP07889,Mikhailova Vera,Female,1969-07-22,2014-04-11 14:02:20.185330,Производство,Junior,48000.0,3713.86,12.3,,Москва,mikhailova271@yandex.ru,,3.3,2025-04-10 14:02:20.185330,5.0,Бакалавр,2.0,0.0
EMP05483,Semenov Daniil,Male,2004-08-03,2022-08-23 14:02:19.901539,Логистика,Middle,86000.0,6404.01,3.9,19.0,Москва,semenov315@yandex.ru,8 (987) 115-52-30,3.8,2023-08-23 14:02:19.901539,1.0,Бакалавр,2.0,0.0
EMP09504,Stepanov Maxim,Male,1981-10-26,2011-07-14 14:02:20.295033,Логистика,Manager,367000.0,44044.61,15.0,33.0,Ростов-на-Дону,stepanov664@yandex.ru,89676018970,4.4,,8.0,,3.0,31.0
EMP06285,Novikova Maria,Female,1996-01-08,2021-05-21 14:02:19.989888,Продажи,Senior,172000.0,14046.12,5.1,16.0,Тюмень,,8 (966) 787-65-34,3.4,,28.0,Магистр,1.0,0.0
EMP03397,Vasiliev Evgeniy,Male,1984-07-11,2020-11-10 14:02:19.548064,Продажи,Lead,221000.0,21432.42,5.7,21.0,Уфа,,+79249768250,4.2,2023-11-10 14:02:19.548064,1.0,Магистр,2.0,15.0
EMP09484,Kozlov Sergey,Male,1994-02-14,2020-09-29 14:02:20.293864,R&D,Senior,140000.0,,5.7,19.0,Омск,kozlov56@yandex.ru,8 (958) 272-39-87,3.8,,23.0,Бакалавр,3.0,0.0
EMP06656,Egorova Viktoriya,Female,2006-05-01,2025-11-11 14:02:20.046875,Логистика,Junior,36000.0,,0.6,4.0,Москва,egorova_viktoriya@yandex.ru,8 (929) 791-92-11,3.5,,22.0,Среднее,1.0,0.0
EMP08598,Ivanov Evgeniy,Male,1990-02-19,2018-08-15 14:02:20.244064,Продажи,Manager,275000.0,27602.77,7.8,37.0,Уфа,ivanov.evgeniy@yandex.ru,89569519755,4.5,,5.0,Магистр,2.0,7.0
EMP02028,Semenov Konstantin,Male,2003-12-22,2023-06-10 14:02:18.931407,Маркетинг,Middle,66000.0,3938.92,3.1,12.0,Москва,konstantin.semenov@yandex.ru,89783836092,3.4,2025-06-09 14:02:18.931407,25.0,Среднее,2.0,0.0
EMP05837,Morozova Aleksandra,Female,1972-12-26,2023-08-15 14:02:19.940590,Продажи,Senior,214000.0,10307.52,2.9,11.0,Москва,aleksandra_morozova@yandex.ru,8 (942) 671-68-95,,,22.0,Магистр,2.0,0.0
EMP05867,Sorokina Svetlana,Female,1966-11-14,2021-06-23 14:02:19.943422,Логистика,Senior,157000.0,12652.15,5.0,7.0,Екатеринбург,sorokina67@yandex.ru,+7 (984) 458-74-97,3.9,,0.0,Магистр,5.0,0.0
EMP09081,Volkova Evgeniya,Female,1968-07-14,2023-06-01 14:02:20.270820,IT,Senior,186000.0,,3.1,1.0,Казань,evgeniya_volkova@yandex.ru,+79065952318,3.8,,,Кандидат наук,1.0,0.0
EMP09488,Kozlova Maria,Female,1974-10-27,2023-03-30 14:02:20.294071,Производство,Middle,71000.0,6716.22,3.2,1.0,Самара,mkozlova@yandex.ru,89506778202,3.6,,18.0,Магистр,1.0,0.0
EMP01235,Vasiliev Alexey,Male,1967-12-23,2024-04-17 14:02:18.585093,Продажи,Middle,105000.0,6758.01,2.2,0.0,Ростов-на-Дону,alexey.vasiliev@yandex.ru,8 (927) 921-29-70,3.5,,18.0,MBA,2.0,0.0
EMP01178,Popova Nadezhda,Female,1967-04-16,2018-05-14 14:02:18.579667,Продажи,Lead,335000.0,39812.81,8.2,33.0,Москва,npopova@yandex.ru,8 (997) 494-78-67,4.3,,12.0,MBA,1.0,15.0
EMP04346,Kuznetsov Maxim,Male,1988-05-25,2016-06-16 14:02:19.723282,Маркетинг,Manager,319000.0,31256.18,10.0,29.0,Нижний Новгород,kuznetsov.maxim@yandex.ru,+79247537990,3.8,2025-06-16 14:02:19.723282,24.0,Магистр,4.0,45.0
EMP05041,Taraseva Vera,Female,1984-08-24,2024-11-02 14:02:19.809006,Производство,Junior,37000.0,3182.38,1.6,3.0,Хабаровск,vera888@yandex.ru,89634547030,3.5,,19.0,MBA,0.0,0.0
EMP03739,Petrova Svetlana,Female,1978-05-23,2013-01-20 14:02:19.610559,Маркетинг,Director,427000.0,60006.37,13.4,47.0,Казань,svetlana.petrova@yandex.ru,89329693670,4.4,,,Магистр,4.0,
EMP07056,Novikov Artem,Male,1986-08-13,2020-06-07 14:02:20.085644,Продажи,Senior,159000.0,11438.79,6.0,21.0,Екатеринбург,artem.novikov@yandex.ru,89479877966,3.2,,16.0,Кандидат наук,2.0,0.0
EMP03000,Alekseeva Svetlana,Female,1978-12-02,2014-05-22 14:02:19.280704,Консалтинг,Manager,502000.0,72924.31,12.1,36.0,Москва,alekseeva.svetlana@yandex.ru,+7 (968) 934-53-40,4.6,,3.0,Кандидат наук,4.0,35.0
EMP04261,Nikolaeva Lyudmila,Female,1985-09-06,2015-04-06 14:02:19.714633,R&D,Manager,343000.0,30853.92,11.3,45.0,Пермь,nikolaeval@yandex.ru,8 (963) 564-82-60,4.2,2025-04-05 14:02:19.714633,31.0,Магистр,3.0,9.0
EMP02021,Semenov Petr,Male,2006-02-05,2024-11-19 14:02:18.930556,IT,Junior,37000.0,1996.88,1.7,2.0,Саратов,petr491@yandex.ru,,2.9,,17.0,Бакалавр,1.0,0.0
EMP08240,Pavlova Nadezhda,Female,1999-03-14,2022-03-15 14:02:20.220801,Производство,Senior,108000.0,9632.81,4.3,20.0,Уфа,,+79562764327,3.9,,19.0,Бакалавр,1.0,0.0
EMP04410,Sokolova Natalya,Female,1974-02-11,2024-07-24 14:02:19.729877,HR,Junior,28000.0,955.87,1.9,0.0,Красноярск,natalya991@yandex.ru,89527428787,2.7,,17.0,,1.0,0.0
EMP09251,Kuznetsova Anastasiya,Female,1997-01-25,2021-10-11 14:02:20.280485,Продажи,Lead,211000.0,21373.25,4.7,16.0,Новосибирск,kuznetsova.anastasiya@yandex.ru,,3.8,2022-10-11 14:02:20.280485,14.0,Магистр,5.0,41.0
EMP06743,Sorokin Vladimir,Male,1988-09-02,2024-05-28 14:02:20.055314,Продажи,Middle,100000.0,7839.99,2.1,3.0,Москва,vladimir505@yandex.ru,89076289114,3.6,,11.0,Бакалавр,1.0,
EMP05598,Orlov Yuriy,Male,1991-03-28,2023-03-03 14:02:19.914017,R&D,Senior,-129000.0,6623.01,3.3,15.0,Уфа,yuriy.orlov@yandex.ru,8 (909) 287-77-85,3.2,2026-03-02 14:02:19.914017,26.0,Бакалавр,2.0,0.0
EMP05944,Ivanova Viktoriya,Female,1979-12-12,2016-03-29 14:02:19.950667,R&D,Director,570000.0,56272.51,10.3,23.0,Краснодар,viktoriya_ivanova@yandex.ru,+7 (920) 798-47-29,4.1,2020-03-29 14:02:19.950667,6.0,,3.0,
EMP07502,Ivanova Aleksandra,Female,1996-07-16,2023-03-02 14:02:20.149061,Продажи,Middle,140000.0,14257.05,3.3,18.0,Москва,ivanova.aleksandra@yandex.ru,89735853783,3.7,,11.0,MBA,2.0,
EMP01011,Zakharov Mikhail,Male,1984-08-13,2018-08-30 14:02:18.562365,Продажи,Lead,210000.0,24137.96,7.8,23.0,Казань,mikhail626@yandex.ru,,4.2,2019-08-30 14:02:18.562365,13.0,Кандидат наук,3.0,10.0
EMP03054,Nikitin Nikolay,Male,1968-04-19,2025-03-17 14:02:19.321159,Продажи,Junior,35000.0,2372.64,1.3,,,nikitin_nikolay@yandex.ru,,3.5,,16.0,Бакалавр,1.0,0.0
EMP02487,Nikitina Polina,Female,1990-10-22,2016-03-04 14:02:19.109410,IT,Manager,396000.0,36281.31,10.3,35.0,Санкт-Петербург,,,4.2,2023-03-04 14:02:19.109410,13.0,Магистр,4.0,30.0
EMP01892,Alekseeva Maria,Female,1970-07-15,2017-09-05 14:02:18.868073,Логистика,Lead,195000.0,17753.78,8.8,26.0,Волгоград,maria_alekseeva@yandex.ru,8 (963) 712-46-66,4.2,,15.0,,4.0,50.0
EMP01437,Zakharov Maxim,Male,2003-07-22,2023-05-18 14:02:18.647238,HR,Middle,79000.0,4119.67,3.1,5.0,Москва,zakharovm@yandex.ru,89415642499,2.9,,,Бакалавр,0.0,0.0
EMP04073,Sidorov Stanislav,Male,1999-06-20,2018-12-11 14:02:19.675340,Продажи,Lead,146000.0,16436.03,7.6,13.0,Краснодар,sidorovs@yandex.ru,+7 (923) 492-78-69,4.2,,8.0,Среднее,4.0,17.0
EMP01285,Kuznetsova Nadezhda,Female,1966-09-21,2012-05-08 14:02:18.596868,Маркетинг,Manager,369000.0,50409.98,14.2,67.0,Казань,nadezhda_kuznetsova@yandex.ru,не указан,4.3,2020-05-08 14:02:18.596868,28.0,MBA,1.0,17.0
EMP03858,Sidorova Ekaterina,Female,1975-06-05,2013-05-15 14:02:19.629961,Продажи,Manager,360000.0,55466.54,13.1,31.0,Новосибирск,sidorova129@yandex.ru,,4.7,2024-05-14 14:02:19.629961,15.0,MBA,2.0,
EMP09909,Sorokina Ekaterina,Female,1983-08-02,2012-07-13 14:02:20.317896,R&D,Manager,444000.0,47621.8,13.9,38.0,Красноярск,,8 (950) 901-86-76,4.5,2017-07-13 14:02:20.317896,,MBA,5.0,
EMP00428,Smirnov Alexey,Male,1991-07-08,2022-06-23 14:02:18.385315,Продажи,Senior,153000.0,10634.43,4.0,17.0,Москва,,+7 (956) 253-59-88,,2025-06-22 14:02:18.385315,0.0,Бакалавр,4.0,0.0
EMP05280,Orlova Vera,Female,1991-07-21,2025-12-22 14:02:19.856030,,Junior,47000.0,2360.39,0.5,6.0,Екатеринбург,orlova.vera@yandex.ru,+79785559517,,,7.0,MBA,2.0,
EMP06369,Smirnov Maxim,Male,1990-11-10,2022-11-07 14:02:20.011403,IT,Middle,101000.0,9907.17,3.6,14.0,Ростов-на-Дону,smirnov_maxim@yandex.ru,+7 (988) 554-55-94,3.7,2024-11-06 14:02:20.011403,6.0,Магистр,1.0,0.0
EMP05152,Popov Andrey,,1989-08-01,2016-02-20 14:02:19.836235,Логистика,Manager,420000.0,56301.85,10.4,45.0,Москва,popov_andrey@yandex.ru,+79726141206,4.3,,25.0,,1.0,40.0
EMP03405,Lebedeva Polina,Female,1978-07-18,2019-08-16 14:02:19.556117,Маркетинг,Senior,152000.0,10725.27,6.8,25.0,Санкт-Петербург,lebedeva97@yandex.ru,+79703965555,3.3,,31.0,Магистр,4.0,0.0
EMP09134,Andreev Vasiliy,Male,1982-08-13,2018-07-25 14:02:20.273721,Продажи,Manager,453000.0,46957.18,8.0,26.0,Москва,vasiliy374@yandex.ru,+79357245415,4.2,,22.0,MBA,1.0,36.0
EMP07974,Morozova Elena,Female,1999-09-12,2023-10-04 14:02:20.193404,Продажи,Middle,109000.0,6728.03,2.7,3.0,Москва,morozova_elena@yandex.ru,некорректный номер,3.2,2024-10-03 14:02:20.193404,13.0,Бакалавр,2.0,0.0
